rank,quota,institute,state,course,allottedCategory,candidateCategory,phase
150662,All India,"Government Medical College & Hospital, Phulbani",Odisha,MBBS,ST,ST,2
25695,All India,"Government Medical College and District General Hospital, Ratnagiri",Maharashtra,MBBS,EWS,EWS,3
21314,All India,"Government Medical College and District General Hospital, Ratnagiri",Maharashtra,MBBS,Open,General,3
21941,All India,"Government Medical College and District General Hospital, Ratnagiri",Maharashtra,MBBS,OBC,OBC,3
123553,All India,"Government Medical College and District General Hospital, Ratnagiri",Maharashtra,MBBS,SC,SC,3
134076,All India,"Government Medical College and District General Hospital, Ratnagiri",Maharashtra,MBBS,ST,ST,3
27105,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,EWS,EWS,3
13384,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,Open,General,3
1120931,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,Open PwD,GNYes,3
13683,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,OBC,OBC,2
686036,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,Open PwD,OBC PwD,1
115647,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,SC,SC,3
130919,All India,"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,ST,ST,3
39924,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,EWS,EWS,1
21802,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,Open,General,2
558306,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,Open PwD,General PwD,1
33726,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,OBC,OBC,2
188384,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,SC,SC,3
525616,Employees State Insurance Scheme (ESI),"Government Medical College and ESIC Hospital, Coimbatore",Tamil Nadu,MBBS,ST,ST,3
23855,All India,"Government Medical College and General Hospital, Satara",Maharashtra,MBBS,EWS,EWS,3
20711,All India,"Government Medical College and General Hospital, Satara",Maharashtra,MBBS,Open,General,3
21643,All India,"Government Medical College and General Hospital, Satara",Maharashtra,MBBS,OBC,OBC,3
119282,All India,"Government Medical College and General Hospital, Satara",Maharashtra,MBBS,SC,SC,3
134232,All India,"Government Medical College and General Hospital, Satara",Maharashtra,MBBS,ST,ST,3
1933,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,EWS,EWS,1
690,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,Open,General,1
106483,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,Open PwD,General PwD,1
314055,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,Open PwD,GNYes,2
3556,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,OBC,OBC,3
14060,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,SC,SC,1
46479,All India,"Government Medical College and Hospital, Chandigar",Chandigarh,MBBS,ST,ST,2
22831,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,EWS,EWS,2
21702,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,Open,General,2
590717,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,Open PwD,General PwD,1
1029750,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,Open PwD,GNYes,3
23679,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,OBC,OBC,3
115037,All India,"Government Medical College and Hospital, Jajpur",Odisha,MBBS,SC,SC,3
26677,All India,"Government Medical College and Hospital, Keonjhar",Odisha,MBBS,EWS,EWS,3
23605,All India,"Government Medical College and Hospital, Keonjhar",Odisha,MBBS,Open,General,3
24566,All India,"Government Medical College and Hospital, Keonjhar",Odisha,MBBS,OBC,OBC,3
119171,All India,"Government Medical College and Hospital, Keonjhar",Odisha,MBBS,SC,SC,3
150055,All India,"Government Medical College and Hospital, Keonjhar",Odisha,MBBS,ST,ST,3
16282,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,EWS,EWS,3
10612,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,Open,General,2
13285,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,OBC,OBC,3
868162,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,OBC PwD,OBC PwD,2
84858,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,SC,SC,2
89595,All India,Government Medical College Chittorgarh,Rajasthan,MBBS,ST,ST,2
27961,All India,Government Medical College Karimnagar,Telangana,MBBS,EWS,EWS,3
22982,All India,Government Medical College Karimnagar,Telangana,MBBS,Open,General,2
25122,All India,Government Medical College Karimnagar,Telangana,MBBS,OBC,OBC,3
1055405,All India,Government Medical College Karimnagar,Telangana,MBBS,OBC PwD,OBC PwD,2
132156,All India,Government Medical College Karimnagar,Telangana,MBBS,SC,SC,3
149808,All India,Government Medical College Karimnagar,Telangana,MBBS,ST,ST,3
28096,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,EWS,EWS,3
25075,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,Open,General,3
25328,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,OBC,OBC,3
1058240,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,OBC PwD,OBC PwD,2
121551,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,SC,SC,2
157285,All India,Government Medical College Machilipatnam,Andhra Pradesh,MBBS,ST,ST,3
27114,All India,Government Medical College Mahasamund,Chhattisgarh,MBBS,EWS,EWS,3
23128,All India,Government Medical College Mahasamund,Chhattisgarh,MBBS,Open,General,3
24565,All India,Government Medical College Mahasamund,Chhattisgarh,MBBS,OBC,OBC,3
120890,All India,Government Medical College Mahasamund,Chhattisgarh,MBBS,SC,SC,3
145338,All India,Government Medical College Mahasamund,Chhattisgarh,MBBS,ST,ST,3
29149,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,EWS,EWS,3
24572,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,Open,General,3
868093,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,Open PwD,General PwD,1
713802,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,Open PwD,GNYes,2
25274,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,OBC,OBC,3
128615,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,SC,SC,3
157487,All India,Government Medical College Nandyal,Andhra Pradesh,MBBS,ST,ST,3
29272,All India,Government Medical College Narsampet,Telangana,MBBS,EWS,EWS,3
25073,All India,Government Medical College Narsampet,Telangana,MBBS,Open,General,3
645030,All India,Government Medical College Narsampet,Telangana,MBBS,Open PwD,General PwD,1
999235,All India,Government Medical College Narsampet,Telangana,MBBS,Open PwD,GNYes,2
25459,All India,Government Medical College Narsampet,Telangana,MBBS,OBC,OBC,3
132028,All India,Government Medical College Narsampet,Telangana,MBBS,SC,SC,3
154855,All India,Government Medical College Narsampet,Telangana,MBBS,ST,ST,3
29435,All India,Government Medical College Nirmal,Telangana,MBBS,EWS,EWS,3
25445,All India,Government Medical College Nirmal,Telangana,MBBS,Open,General,3
25718,All India,Government Medical College Nirmal,Telangana,MBBS,OBC,OBC,3
133530,All India,Government Medical College Nirmal,Telangana,MBBS,SC,SC,3
155069,All India,Government Medical College Nirmal,Telangana,MBBS,ST,ST,3
23353,All India,Government Medical College Purnea,Bihar,MBBS,EWS,EWS,3
680755,All India,Government Medical College Purnea,Bihar,MBBS,Open PwD,EWS PwD,1
18564,All India,Government Medical College Purnea,Bihar,MBBS,Open,General,2
665895,All India,Government Medical College Purnea,Bihar,MBBS,Open PwD,GNYes,2
20338,All India,Government Medical College Purnea,Bihar,MBBS,OBC,OBC,3
115420,All India,Government Medical College Purnea,Bihar,MBBS,SC,SC,3
749964,All India,Government Medical College Purnea,Bihar,MBBS,SC PwD,SC PwD,1
136153,All India,Government Medical College Purnea,Bihar,MBBS,ST,ST,3
20808,All India,Government Medical College Satna,Madhya Pradesh,MBBS,EWS,EWS,3
18863,All India,Government Medical College Satna,Madhya Pradesh,MBBS,Open,General,3
513297,All India,Government Medical College Satna,Madhya Pradesh,MBBS,Open PwD,General PwD,1
19721,All India,Government Medical College Satna,Madhya Pradesh,MBBS,OBC,OBC,3
829145,All India,Government Medical College Satna,Madhya Pradesh,MBBS,OBC PwD,OBC PwD,2
110989,All India,Government Medical College Satna,Madhya Pradesh,MBBS,SC,SC,3
1114323,All India,Government Medical College Satna,Madhya Pradesh,MBBS,SC PwD,SC PwD,2
121048,All India,Government Medical College Satna,Madhya Pradesh,MBBS,ST,ST,3
24438,All India,Government Medical College Siddipet,Telangana,MBBS,EWS,EWS,2
21709,All India,Government Medical College Siddipet,Telangana,MBBS,Open,General,3
23219,All India,Government Medical College Siddipet,Telangana,MBBS,OBC,OBC,3
120548,All India,Government Medical College Siddipet,Telangana,MBBS,SC,SC,2
143103,All India,Government Medical College Siddipet,Telangana,MBBS,ST,ST,3
26071,All India,Government Medical College Suryapet,Telangana,MBBS,EWS,EWS,2
22254,All India,Government Medical College Suryapet,Telangana,MBBS,Open,General,3
734012,All India,Government Medical College Suryapet,Telangana,MBBS,Open PwD,General PwD,1
929839,All India,Government Medical College Suryapet,Telangana,MBBS,Open PwD,GNYes,3
22369,All India,Government Medical College Suryapet,Telangana,MBBS,OBC,OBC,3
875149,All India,Government Medical College Suryapet,Telangana,MBBS,OBC PwD,OBC PwD,1
125873,All India,Government Medical College Suryapet,Telangana,MBBS,SC,SC,3
1315471,All India,Government Medical College Suryapet,Telangana,MBBS,SC PwD,SC PwD,1
111793,All India,Government Medical College Suryapet,Telangana,MBBS,ST,ST,1
20274,All India,"Government Medical College, Akola",Maharashtra,MBBS,EWS,EWS,3
1115020,All India,"Government Medical College, Akola",Maharashtra,MBBS,EWS PwD,EWS PwD,3
19411,All India,"Government Medical College, Akola",Maharashtra,MBBS,Open,General,3
301170,All India,"Government Medical College, Akola",Maharashtra,MBBS,Open PwD,General PwD,1
19858,All India,"Government Medical College, Akola",Maharashtra,MBBS,OBC,OBC,3
757014,All India,"Government Medical College, Akola",Maharashtra,MBBS,OBC PwD,OBC PwD,2
115238,All India,"Government Medical College, Akola",Maharashtra,MBBS,SC,SC,3
123987,All India,"Government Medical College, Akola",Maharashtra,MBBS,ST,ST,3
23895,All India,"Government Medical College, Ambernath",Maharashtra,MBBS,EWS,EWS,2
20024,All India,"Government Medical College, Ambernath",Maharashtra,MBBS,Open,General,3
21718,All India,"Government Medical College, Ambernath",Maharashtra,MBBS,OBC,OBC,3
123067,All India,"Government Medical College, Ambernath",Maharashtra,MBBS,SC,SC,3
136883,All India,"Government Medical College, Ambernath",Maharashtra,MBBS,ST,ST,3
22015,All India,"Government Medical College, Amravati",Maharashtra,MBBS,EWS,EWS,2
21524,All India,"Government Medical College, Amravati",Maharashtra,MBBS,Open,General,3
22364,All India,"Government Medical College, Amravati",Maharashtra,MBBS,OBC,OBC,3
118303,All India,"Government Medical College, Amravati",Maharashtra,MBBS,SC,SC,3
130344,All India,"Government Medical College, Amravati",Maharashtra,MBBS,ST,ST,3
26931,All India,"Government Medical College, Ananthapuram",Andhra Pradesh,MBBS,EWS,EWS,3
22410,All India,"Government Medical College, Ananthapuram",Andhra Pradesh,MBBS,Open,General,3
22819,All India,"Government Medical College, Ananthapuram",Andhra Pradesh,MBBS,OBC,OBC,3
123195,All India,"Government Medical College, Ananthapuram",Andhra Pradesh,MBBS,SC,SC,3
150040,All India,"Government Medical College, Ananthapuram",Andhra Pradesh,MBBS,ST,ST,3
23614,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,EWS,EWS,3
21671,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,Open,General,3
582737,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,Open PwD,General PwD,1
168231,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,Open PwD,GNYes,2
22979,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,OBC,OBC,3
947809,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,OBC PwD,OBC PwD,1
128337,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,SC,SC,3
129248,All India,"Government Medical College, Anantnag",Jammu And Kashmir,MBBS,ST,ST,3
29570,All India,"Government Medical College, Ariyalur",Tamil Nadu,MBBS,EWS,EWS,3
19655,All India,"Government Medical College, Ariyalur",Tamil Nadu,MBBS,Open,General,3
20307,All India,"Government Medical College, Ariyalur",Tamil Nadu,MBBS,OBC,OBC,3
134336,All India,"Government Medical College, Ariyalur",Tamil Nadu,MBBS,SC,SC,3
159250,All India,"Government Medical College, Ariyalur",Tamil Nadu,MBBS,ST,ST,3
18640,All India,"Government Medical College, Banswara",Rajasthan,MBBS,EWS,EWS,3
16903,All India,"Government Medical College, Banswara",Rajasthan,MBBS,Open,General,3
17320,All India,"Government Medical College, Banswara",Rajasthan,MBBS,OBC,OBC,3
100702,All India,"Government Medical College, Banswara",Rajasthan,MBBS,SC,SC,3
877538,All India,"Government Medical College, Banswara",Rajasthan,MBBS,SC PwD,SC PwD,1
1297532,All India,"Government Medical College, Banswara",Rajasthan,MBBS,ST PwD,ST PwD,2
25440,All India,"Government Medical College, Baramulla",Jammu And Kashmir,MBBS,EWS,EWS,3
23723,All India,"Government Medical College, Baramulla",Jammu And Kashmir,MBBS,Open,General,3
24333,All India,"Government Medical College, Baramulla",Jammu And Kashmir,MBBS,OBC,OBC,3
129804,All India,"Government Medical College, Baramulla",Jammu And Kashmir,MBBS,SC,SC,3
134753,All India,"Government Medical College, Baramulla",Jammu And Kashmir,MBBS,ST,ST,3
16927,All India,"Government Medical College, Baran",Rajasthan,MBBS,EWS,EWS,2
17211,All India,"Government Medical College, Baran",Rajasthan,MBBS,Open,General,3
678151,All India,"Government Medical College, Baran",Rajasthan,MBBS,Open PwD,General PwD,1
17327,All India,"Government Medical College, Baran",Rajasthan,MBBS,OBC,OBC,3
100308,All India,"Government Medical College, Baran",Rajasthan,MBBS,SC,SC,3
111274,All India,"Government Medical College, Baran",Rajasthan,MBBS,ST,ST,3
28618,All India,"Government Medical College, Bhadradri",Telangana,MBBS,EWS,EWS,3
24961,All India,"Government Medical College, Bhadradri",Telangana,MBBS,Open,General,3
25462,All India,"Government Medical College, Bhadradri",Telangana,MBBS,OBC,OBC,3
133388,All India,"Government Medical College, Bhadradri",Telangana,MBBS,SC,SC,3
151630,All India,"Government Medical College, Bhadradri",Telangana,MBBS,ST,ST,3
26905,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,EWS,EWS,3
23486,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,Open,General,3
458952,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,Open PwD,General PwD,1
909911,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,Open PwD,GNYes,3
24140,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,OBC,OBC,3
129179,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,SC,SC,3
137961,All India,"Government Medical College, Bhandara",Maharashtra,MBBS,ST,ST,3
12422,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,EWS,EWS,2
9960,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,Open,General,2
10553,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,OBC,OBC,2
556124,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,Open PwD,OBC PwD,2
76111,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,SC,SC,2
83531,All India,"Government Medical College, Bhilwara",Rajasthan,MBBS,ST,ST,2
24487,All India,"Government Medical College, Buldhana",Maharashtra,MBBS,EWS,EWS,2
22478,All India,"Government Medical College, Buldhana",Maharashtra,MBBS,Open,General,3
23759,All India,"Government Medical College, Buldhana",Maharashtra,MBBS,OBC,OBC,3
126190,All India,"Government Medical College, Buldhana",Maharashtra,MBBS,SC,SC,3
140919,All India,"Government Medical College, Buldhana",Maharashtra,MBBS,ST,ST,3
15767,All India,"Government Medical College, Bundi",Rajasthan,MBBS,EWS,EWS,2
15614,All India,"Government Medical College, Bundi",Rajasthan,MBBS,Open,General,3
16589,All India,"Government Medical College, Bundi",Rajasthan,MBBS,OBC,OBC,3
464899,All India,"Government Medical College, Bundi",Rajasthan,MBBS,Open PwD,OBC PwD,1
97538,All India,"Government Medical College, Bundi",Rajasthan,MBBS,SC,SC,3
95967,All India,"Government Medical College, Bundi",Rajasthan,MBBS,ST,ST,2
29587,All India,"Government Medical College, Churachandpur",Manipur,MBBS,EWS,EWS,3
24610,All India,"Government Medical College, Churachandpur",Manipur,MBBS,Open,General,2
682344,All India,"Government Medical College, Churachandpur",Manipur,MBBS,Open PwD,General PwD,1
918447,All India,"Government Medical College, Churachandpur",Manipur,MBBS,Open PwD,GNYes,2
26166,All India,"Government Medical College, Churachandpur",Manipur,MBBS,OBC,OBC,3
1119200,All India,"Government Medical College, Churachandpur",Manipur,MBBS,Open PwD,OBC PwD,3
132946,All India,"Government Medical College, Churachandpur",Manipur,MBBS,SC,SC,3
159217,All India,"Government Medical College, Churachandpur",Manipur,MBBS,ST,ST,3
16430,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,EWS,EWS,3
13742,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,Open,General,2
16202,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,OBC,OBC,3
947809,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,OBC PwD,OBC PwD,2
97673,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,SC,SC,3
103167,All India,"Government Medical College, Dholpur",Rajasthan,MBBS,ST,ST,3
29975,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,EWS,EWS,3
18601,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,Open,General,3
18830,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,OBC,OBC,3
1070479,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,OBC PwD,OBC PwD,2
135642,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,SC,SC,3
160648,All India,"Government Medical College, Dindigul",Tamil Nadu,MBBS,ST,ST,3
23120,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,EWS,EWS,2
21995,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,Open,General,3
633921,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,Open PwD,GNYes,2
22796,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,OBC,OBC,3
126944,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,SC,SC,3
132128,All India,"Government Medical College, Doda",Jammu And Kashmir,MBBS,ST,ST,3
28135,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,EWS,EWS,3
24616,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,Open,General,3
895149,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,Open PwD,General PwD,1
1120864,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,Open PwD,GNYes,3
25120,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,OBC,OBC,3
927401,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,OBC PwD,OBC PwD,1
127391,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,SC,SC,3
137133,All India,"Government Medical College, Eluru",Andhra Pradesh,MBBS,ST,ST,1
27149,All India,"Government Medical College, ESIC, Kollam",Kerala,MBBS,EWS,EWS,3
11585,All India,"Government Medical College, ESIC, Kollam",Kerala,MBBS,Open,General,3
12312,All India,"Government Medical College, ESIC, Kollam",Kerala,MBBS,OBC,OBC,3
115768,All India,"Government Medical College, ESIC, Kollam",Kerala,MBBS,SC,SC,3
