rank,quota,institute,state,course,allottedCategory,candidateCategory,phase
393000,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) DU Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,OBC,OBC,1
673480,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) DU Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,SC,SC,1
257224,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) DU Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,ST,ST,1
1639,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,Open,EWS,1
277597,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,Open PwD,EWS PwD,1
2177,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,Open,General,2
297834,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,Open PwD,General PwD,1
5555,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,OBC,OBC,1
776926,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,OBC PwD,OBC PwD,1
54025,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,SC,SC,2
374289,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,SC PwD,SC PwD,1
138067,Delhi University Quota,"Maulana Azad Medical College, New Delhi",Delhi (NCT),MBBS,ST,ST,3
9820,All India,"Medical College, Baroda",Gujarat,MBBS,EWS,EWS,3
7081,All India,"Medical College, Baroda",Gujarat,MBBS,Open,General,3
228710,All India,"Medical College, Baroda",Gujarat,MBBS,Open PwD,General PwD,1
525315,All India,"Medical College, Baroda",Gujarat,MBBS,Open PwD,GNYes,3
8033,All India,"Medical College, Baroda",Gujarat,MBBS,OBC,OBC,3
55124,All India,"Medical College, Baroda",Gujarat,MBBS,SC,SC,3
743138,All India,"Medical College, Baroda",Gujarat,MBBS,SC PwD,SC PwD,1
87349,All India,"Medical College, Baroda",Gujarat,MBBS,ST,ST,3
12318,All India,"Medical College, Bhavnagar",Gujarat,MBBS,EWS,EWS,3
9824,All India,"Medical College, Bhavnagar",Gujarat,MBBS,Open,General,3
482498,All India,"Medical College, Bhavnagar",Gujarat,MBBS,Open PwD,General PwD,1
354434,All India,"Medical College, Bhavnagar",Gujarat,MBBS,Open PwD,GNYes,2
10705,All India,"Medical College, Bhavnagar",Gujarat,MBBS,OBC,OBC,3
662953,All India,"Medical College, Bhavnagar",Gujarat,MBBS,OBC PwD,OBC PwD,2
86248,All India,"Medical College, Bhavnagar",Gujarat,MBBS,SC,SC,3
101134,All India,"Medical College, Bhavnagar",Gujarat,MBBS,ST,ST,3
7487,All India,"Medical College, Kolkata",West Bengal,MBBS,EWS,EWS,3
3581,All India,"Medical College, Kolkata",West Bengal,MBBS,Open,General,2
8754,All India,"Medical College, Kolkata",West Bengal,MBBS,OBC,OBC,3
322079,All India,"Medical College, Kolkata",West Bengal,MBBS,OBC PwD,OBC PwD,1
50338,All India,"Medical College, Kolkata",West Bengal,MBBS,SC,SC,3
159095,All India,"Medical College, Kolkata",West Bengal,MBBS,Open PwD,SC PwD,1
96835,All India,"Medical College, Kolkata",West Bengal,MBBS,ST,ST,2
24950,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,EWS,EWS,3
621703,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,Open PwD,EWS PwD,1
20103,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,Open,General,2
22895,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,OBC,OBC,3
118086,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,SC,SC,3
996115,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,SC PwD,SC PwD,2
135357,All India,"Medinirai Medical College, Palamu",Jharkhand,MBBS,ST,ST,3
764069,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College and Host., Chennai",Tamil Nadu,BDS,Open,EWS,1
824080,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College and Host., Chennai",Tamil Nadu,BDS,Open,General,1
812958,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College and Host., Chennai",Tamil Nadu,BDS,Open,OBC,1
828185,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College and Host., Chennai",Tamil Nadu,BDS,Open,SC,1
718037,Deemed/Paid Seats Quota,"Meenakshi Ammal Dental College and Host., Chennai",Tamil Nadu,BDS,Open,ST,1
553638,Deemed/Paid Seats Quota,Meenakshi Medical College Hospital and Research Institute,Tamil Nadu,MBBS,Open,EWS,1
652750,Deemed/Paid Seats Quota,Meenakshi Medical College Hospital and Research Institute,Tamil Nadu,MBBS,Open,General,3
649382,Deemed/Paid Seats Quota,Meenakshi Medical College Hospital and Research Institute,Tamil Nadu,MBBS,Open,OBC,3
657379,Deemed/Paid Seats Quota,Meenakshi Medical College Hospital and Research Institute,Tamil Nadu,MBBS,Open,SC,3
557521,Deemed/Paid Seats Quota,Meenakshi Medical College Hospital and Research Institute,Tamil Nadu,MBBS,Open,ST,2
25508,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,EWS,EWS,3
16752,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,Open,General,3
875780,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,Open PwD,GNYes,3
21398,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,OBC,OBC,3
277830,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,Open PwD,OBC PwD,1
130708,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,SC,SC,3
772618,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,SC PwD,SC PwD,2
132353,All India,"MG Inst. of Medical Sciences, Sevagram Wardha",Maharashtra,MBBS,ST,ST,3
270377,Deemed/Paid Seats Quota,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,EWS,2
295197,Deemed/Paid Seats Quota,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,General,3
295947,Deemed/Paid Seats Quota,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,OBC,3
297942,Deemed/Paid Seats Quota,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,SC,3
647979,Non-Resident Indian,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,EWS,1
1095728,Non-Resident Indian,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,General,1
1090974,Non-Resident Indian,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,OBC,1
685262,Non-Resident Indian,"MGM Medical College, Aurangabad",Maharashtra,MBBS,Open,SC,1
158243,Deemed/Paid Seats Quota,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,EWS,1
186789,Deemed/Paid Seats Quota,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,General,3
191102,Deemed/Paid Seats Quota,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,OBC,3
186689,Deemed/Paid Seats Quota,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,SC,3
1013100,Non-Resident Indian,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,General,2
638272,Non-Resident Indian,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,OBC,1
883290,Non-Resident Indian,"MGM Medical College, Navi Mumbai",Maharashtra,MBBS,Open,SC,1
22513,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,EWS,EWS,3
1179350,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,EWS PwD,EWS PwD,1
21971,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,Open,General,3
23164,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,OBC,OBC,3
122611,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,SC,SC,3
138363,All India,"Midnapore Medical College, Midnapur",West Bengal,MBBS,ST,ST,2
627841,Deemed/Paid Seats Quota,"MM College of Dental Scie. and Res., Mullana",Haryana,BDS,Open,EWS,1
697765,Deemed/Paid Seats Quota,"MM College of Dental Scie. and Res., Mullana",Haryana,BDS,Open,General,1
687980,Deemed/Paid Seats Quota,"MM College of Dental Scie. and Res., Mullana",Haryana,BDS,Open,OBC,1
683476,Deemed/Paid Seats Quota,"MM College of Dental Scie. and Res., Mullana",Haryana,BDS,Open,SC,1
414153,Deemed/Paid Seats Quota,"MM Inst. Med. and Research, Mullana",Haryana,MBBS,Open,EWS,3
476344,Deemed/Paid Seats Quota,"MM Inst. Med. and Research, Mullana",Haryana,MBBS,Open,General,3
458831,Deemed/Paid Seats Quota,"MM Inst. Med. and Research, Mullana",Haryana,MBBS,Open,OBC,3
454595,Deemed/Paid Seats Quota,"MM Inst. Med. and Research, Mullana",Haryana,MBBS,Open,SC,3
1095555,Non-Resident Indian,"MM Inst. Med. and Research, Mullana",Haryana,MBBS,Open,General,3
12526,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,EWS,EWS,3
244883,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,Open PwD,EWS PwD,1
9729,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,Open,General,3
335597,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,Open PwD,GNYes,2
11302,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,OBC,OBC,3
82921,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,SC,SC,3
93060,All India,"Moti Lal Nehru Medical Coll, Allahabad",Uttar Pradesh,MBBS,ST,ST,3
14551,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,EWS,EWS,2
13110,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,Open,General,3
16349,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,OBC,OBC,3
767624,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,OBC PwD,OBC PwD,1
101608,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,SC,SC,3
94199,All India,MRA Medical College Ambedkar Nagar,Uttar Pradesh,MBBS,ST,ST,2
24144,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,EWS,EWS,3
22912,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,Open,General,3
432944,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,Open PwD,General PwD,1
784396,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,Open PwD,GNYes,2
23905,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,OBC,OBC,3
127562,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,SC,SC,3
146576,All India,"Mursidabad M C & Hospital, Mursidabad",West Bengal,MBBS,ST,ST,3
15375,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,EWS,EWS,3
1161271,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,EWS PwD,EWS PwD,1
9374,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,Open,General,3
13516,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,OBC,OBC,3
87472,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,SC,SC,3
41829,All India,Mysore Med.& Research Inst. Mysore,Karnataka,MBBS,ST,ST,1
29747,All India,Nagaland Institute of Medical Science and Research,Nagaland,MBBS,EWS,EWS,3
26072,All India,Nagaland Institute of Medical Science and Research,Nagaland,MBBS,Open,General,3
26231,All India,Nagaland Institute of Medical Science and Research,Nagaland,MBBS,OBC,OBC,3
134865,All India,Nagaland Institute of Medical Science and Research,Nagaland,MBBS,SC,SC,3
162975,All India,Nagaland Institute of Medical Science and Research,Nagaland,MBBS,ST,ST,3
26316,All India,Nagaon Medical college,Assam,MBBS,EWS,EWS,2
992270,All India,Nagaon Medical college,Assam,MBBS,EWS PwD,EWS PwD,1
24814,All India,Nagaon Medical college,Assam,MBBS,Open,General,2
525812,All India,Nagaon Medical college,Assam,MBBS,Open PwD,General PwD,1
25963,All India,Nagaon Medical college,Assam,MBBS,OBC,OBC,3
131032,All India,Nagaon Medical college,Assam,MBBS,SC,SC,2
1186582,All India,Nagaon Medical college,Assam,MBBS,SC PwD,SC PwD,1
160151,All India,Nagaon Medical college,Assam,MBBS,ST,ST,3
37507,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,EWS,EWS,2
35535,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,Open,General,3
41018,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,OBC,OBC,2
1296691,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,OBC PwD,OBC PwD,1
171444,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,SC,SC,3
200096,All India,"Nair Hosp Dental College & Hosp, Mumbai",Maharashtra,BDS,ST,ST,2
10714,All India,"Nalanda Medical College, Patna",Bihar,MBBS,Open,EWS,3
621686,All India,"Nalanda Medical College, Patna",Bihar,MBBS,EWS PwD,EWS PwD,1
10572,All India,"Nalanda Medical College, Patna",Bihar,MBBS,Open,General,3
10728,All India,"Nalanda Medical College, Patna",Bihar,MBBS,Open,OBC,3
100279,All India,"Nalanda Medical College, Patna",Bihar,MBBS,SC,SC,3
112881,All India,"Nalanda Medical College, Patna",Bihar,MBBS,ST,ST,3
26264,All India,Nalbari Medical College & Hospital,Assam,MBBS,EWS,EWS,2
25827,All India,Nalbari Medical College & Hospital,Assam,MBBS,Open,General,3
25960,All India,Nalbari Medical College & Hospital,Assam,MBBS,OBC,OBC,3
954124,All India,Nalbari Medical College & Hospital,Assam,MBBS,OBC PwD,OBC PwD,2
130719,All India,Nalbari Medical College & Hospital,Assam,MBBS,SC,SC,2
148800,All India,Nalbari Medical College & Hospital,Assam,MBBS,ST,ST,2
12336,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,EWS,EWS,2
10687,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,Open,General,2
529117,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,Open PwD,General PwD,1
11215,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,OBC,OBC,2
668699,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,OBC PwD,OBC PwD,1
85166,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,SC,SC,3
774206,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,SC PwD,SC PwD,1
85339,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,ST,ST,2
729673,All India,NAMO Medical Education & Research Institute,Dadra And Nagar Haveli,MBBS,ST PwD,ST PwD,1
5106,All India,"NDMC Medical College, Delhi",Delhi (NCT),MBBS,EWS,EWS,3
2986,All India,"NDMC Medical College, Delhi",Delhi (NCT),MBBS,Open,General,3
4918,All India,"NDMC Medical College, Delhi",Delhi (NCT),MBBS,OBC,OBC,3
22223,All India,"NDMC Medical College, Delhi",Delhi (NCT),MBBS,SC,SC,2
13621,All India,"NEIGRIHMS, Shillong",Meghalaya,MBBS,Open,EWS,2
16601,All India,"NEIGRIHMS, Shillong",Meghalaya,MBBS,Open,General,3
7967,All India,"NEIGRIHMS, Shillong",Meghalaya,MBBS,Open,OBC,1
13293,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,EWS,EWS,3
11401,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,Open,General,3
228719,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,Open PwD,General PwD,1
699953,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,Open PwD,GNYes,2
12409,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,OBC,OBC,3
566769,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,OBC PwD,OBC PwD,1
89361,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,SC,SC,3
100004,All India,"Netaji Subhash Chandra Bose MC, Jabalpur",Madhya Pradesh,MBBS,ST,ST,3
9988,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,Open,EWS,3
10755,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,Open,General,3
11608,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,OBC,OBC,3
559370,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,OBC PwD,OBC PwD,1
53010,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,SC,SC,3
850483,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,SC PwD,SC PwD,1
103371,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,ST,ST,2
1238539,All India,"Nilratan Sirkar Medical College, Kolkata",West Bengal,MBBS,ST PwD,ST PwD,3
47855,All India,"North Bengal Dent.Coll, Sushrutnagar",West Bengal,BDS,EWS,EWS,2
38958,All India,"North Bengal Dent.Coll, Sushrutnagar",West Bengal,BDS,Open,General,2
46704,All India,"North Bengal Dent.Coll, Sushrutnagar",West Bengal,BDS,OBC,OBC,3
186982,All India,"North Bengal Dent.Coll, Sushrutnagar",West Bengal,BDS,SC,SC,3
190875,All India,"North Bengal Dent.Coll, Sushrutnagar",West Bengal,BDS,ST,ST,3
20482,All India,"North Bengal Med.Coll, Darjeeling",West Bengal,MBBS,EWS,EWS,3
19033,All India,"North Bengal Med.Coll, Darjeeling",West Bengal,MBBS,Open,General,3
20278,All India,"North Bengal Med.Coll, Darjeeling",West Bengal,MBBS,OBC,OBC,3
115311,All India,"North Bengal Med.Coll, Darjeeling",West Bengal,MBBS,SC,SC,3
133959,All India,"North Bengal Med.Coll, Darjeeling",West Bengal,MBBS,ST,ST,3
8757,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,EWS,EWS,3
6374,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,Open,General,3
309663,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,Open PwD,General PwD,1
10117,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,OBC,OBC,3
39749,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,SC,SC,2
1277887,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,SC PwD,SC PwD,1
46941,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,ST,ST,1
747236,All India,"Osmania Medical College Koti, Hyderabad",Telangana,MBBS,ST PwD,ST PwD,1
27610,All India,Pabitra Mohan Pradhan Medical College & Hospital,Odisha,MBBS,EWS,EWS,3
24812,All India,Pabitra Mohan Pradhan Medical College & Hospital,Odisha,MBBS,Open,General,3
25324,All India,Pabitra Mohan Pradhan Medical College & Hospital,Odisha,MBBS,OBC,OBC,3
119266,All India,Pabitra Mohan Pradhan Medical College & Hospital,Odisha,MBBS,SC,SC,3
150856,All India,Pabitra Mohan Pradhan Medical College & Hospital,Odisha,MBBS,ST,ST,2
30420,All India,"Patna Dental College & Hospital, Patna",Bihar,BDS,Open,EWS,2
33370,All India,"Patna Dental College & Hospital, Patna",Bihar,BDS,Open,General,1
34417,All India,"Patna Dental College & Hospital, Patna",Bihar,BDS,OBC,OBC,2
179001,All India,"Patna Dental College & Hospital, Patna",Bihar,BDS,SC,SC,3
6821,All India,"Patna Medical College, Patna",Bihar,MBBS,EWS,EWS,3
6597,All India,"Patna Medical College, Patna",Bihar,MBBS,Open,General,3
6522,All India,"Patna Medical College, Patna",Bihar,MBBS,Open,OBC,3
487037,All India,"Patna Medical College, Patna",Bihar,MBBS,OBC PwD,OBC PwD,1
98679,All India,"Patna Medical College, Patna",Bihar,MBBS,SC,SC,3
85212,All India,"Patna Medical College, Patna",Bihar,MBBS,ST,ST,2
40553,All India,"PB. Govt. Dental College & Hosp, Amritsar",Punjab,BDS,EWS,EWS,1
38812,All India,"PB. Govt. Dental College & Hosp, Amritsar",Punjab,BDS,Open,General,2
47039,All India,"PB. Govt. Dental College & Hosp, Amritsar",Punjab,BDS,OBC,OBC,3
168132,All India,"PB. Govt. Dental College & Hosp, Amritsar",Punjab,BDS,SC,SC,3
24258,All India,"Phulo Jhano Medical College, Dumka",Jharkhand,MBBS,EWS,EWS,3
21034,All India,"Phulo Jhano Medical College, Dumka",Jharkhand,MBBS,Open,General,3
21926,All India,"Phulo Jhano Medical College, Dumka",Jharkhand,MBBS,OBC,OBC,3
113792,All India,"Phulo Jhano Medical College, Dumka",Jharkhand,MBBS,SC,SC,3
136565,All India,"Phulo Jhano Medical College, Dumka",Jharkhand,MBBS,ST,ST,3
24782,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,EWS,EWS,3
23175,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,Open,General,3
473110,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,Open PwD,General PwD,1
719780,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,Open PwD,GNYes,2
23635,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,OBC,OBC,3
130317,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,SC,SC,3
147433,All India,Prafulla Chandra Sen Government Medical College & Hospital,West Bengal,MBBS,ST,ST,3
26429,All India,"Pragjyotishpur Medical College, Guwahati",Assam,MBBS,EWS,EWS,3
23549,All India,"Pragjyotishpur Medical College, Guwahati",Assam,MBBS,Open,General,3
25241,All India,"Pragjyotishpur Medical College, Guwahati",Assam,MBBS,OBC,OBC,3
124850,All India,"Pragjyotishpur Medical College, Guwahati",Assam,MBBS,SC,SC,3
159681,All India,"Pragjyotishpur Medical College, Guwahati",Assam,MBBS,ST,ST,3
18144,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,EWS,EWS,3
1070391,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,EWS PwD,EWS PwD,2
15784,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,Open,General,3
18184,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,OBC,OBC,3
101852,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,SC,SC,3
122750,All India,"PT Neki Ram Sharma Govt Medical College, Bhiwani",Haryana,MBBS,ST,ST,3
5562,All India,"Pt. B.D. Sharma PGIMS, Rohtak",Haryana,MBBS,EWS,EWS,1
7588,All India,"Pt. B.D. Sharma PGIMS, Rohtak",Haryana,MBBS,Open,General,3
9920,All India,"Pt. B.D. Sharma PGIMS, Rohtak",Haryana,MBBS,OBC,OBC,3
39290,All India,"Pt. B.D. Sharma PGIMS, Rohtak",Haryana,MBBS,SC,SC,2
103116,All India,"Pt. B.D. Sharma PGIMS, Rohtak",Haryana,MBBS,ST,ST,2
10685,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,EWS,EWS,3
1190424,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,EWS PwD,EWS PwD,2
9123,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,Open,General,3
9496,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,OBC,OBC,3
79136,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,SC,SC,3
95045,All India,"Pt. D.D.U Medical College, Rajkot",Gujarat,MBBS,ST,ST,3
16181,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,EWS,EWS,2
15581,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,Open,General,3
368500,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,Open PwD,General PwD,1
527692,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,Open PwD,GNYes,2
16124,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,OBC,OBC,3
78624,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,SC,SC,2
90844,All India,"Pt. J N M Medical College, Raipur",Chhattisgarh,MBBS,ST,ST,1
18841,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,EWS,EWS,3
15300,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,Open,General,3
432210,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,Open PwD,General PwD,1
878749,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,Open PwD,GNYes,2
15890,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,OBC,OBC,3
97106,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,SC,SC,3
113394,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba",Himachal Pradesh,MBBS,ST,ST,3
24950,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,EWS,EWS,2
20647,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,Open,General,3
736249,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,Open PwD,General PwD,1
848426,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,Open PwD,GNYes,2
21842,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,OBC,OBC,2
817190,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,OBC PwD,OBC PwD,1
111524,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,SC,SC,3
1010432,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,SC PwD,SC PwD,1
146965,All India,"Pt. Raghunath Murmu Med. College, Baripada",Odisha,MBBS,ST,ST,3
16703,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,EWS,EWS,3
13651,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,Open,General,3
15234,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,OBC,OBC,3
688351,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,OBC PwD,OBC PwD,2
100637,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,SC,SC,3
123741,All India,"R.G. Kar Medical College, Kolkata",West Bengal,MBBS,ST,ST,3
7838,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,EWS,EWS,2
6713,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,Open,General,3
7695,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,OBC,OBC,3
826892,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,OBC PwD,OBC PwD,2
55836,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,SC,SC,3
75129,All India,"R.N.T. Medical College, Udaipur",Rajasthan,MBBS,ST,ST,3
